"Constituency Name","Status","Total Electorate","Total Valid Votes","Total Invalid Votes","Registered to Postal Vote","Postal votes received","Spoiled Postal Votes","Result","First Party","majority","con","lab","ld","brexit","green","snp","pc","dup","sf","sdlp","uup","alliance","other","MP fullname","majority percent","majority rank","turnout constituency","turnout region","turnout UK","turnout 2017","turnout diff","country_name","region_name","county name","constituency type"
"Hitchin and Harpenden",,76323,58871,266,,,,"Con hold","Con",6895,27719,9959,20824,0,0,0,0,0,0,0,0,0,369,"Bim Afolami",0.1171204838,477,0.7713402251,0.682459959,0.6731083108,0.7743163496,-0.0029761246,"England","East","Hertfordshire","County"
"Holborn and St Pancras",,86061,56786,232,,,,"Lab hold","Lab",27763,8878,36641,7314,1032,2746,0,0,0,0,0,0,0,175,"Keir Starmer",0.4889057162,42,0.6598343036,0.6746963605,0.6731083108,0.6697507038,-0.0099164003,"England","London","London","Borough"
"Hornchurch and Upminster","Data received",80765,53974,253,12084,10317,155,"Con hold","Con",23308,35495,12187,3862,0,1920,0,0,0,0,0,0,0,510,"Julia Lopez",0.4318375514,83,0.6682845292,0.6746963605,0.6731083108,0.6936090691,-0.0253245399,"England","London","London","Borough"
"Hornsey and Wood Green",,81814,61105,197,,,,"Lab hold","Lab",19242,6829,35126,15884,763,2192,0,0,0,0,0,0,0,311,"Catherine West",0.314900581,230,0.7468770626,0.6746963605,0.6731083108,0.7791884522,-0.0323113896,"England","London","London","Borough"
"Horsham",,86730,63242,307,,,,"Con hold","Con",21127,35900,9424,14773,0,2668,0,0,0,0,0,0,0,477,"Jeremy Quin",0.3340659688,205,0.7291825205,0.7020660823,0.6731083108,0.748888513,-0.0197059926,"England","South East","West Sussex","County"
"Houghton and Sunderland South",,68835,39811,129,,,,"Lab hold","Lab",3115,13095,16210,2319,6165,1125,0,0,0,0,0,0,0,897,"Bridget Phillipson",0.0782447062,545,0.578354035,0.6420708291,0.6731083108,0.6088986099,-0.0305445749,"England","North East","Tyne and Wear","Borough"
"Hove",,74313,56391,151,,,,"Lab hold","Lab",17044,15832,32876,3731,1111,2496,0,0,0,0,0,0,0,345,"Peter Kyle",0.3022468124,246,0.758830891,0.7020660823,0.6731083108,0.7758499919,-0.017019101,"England","South East","East Sussex","Borough"
"Huddersfield",,65525,41882,216,,,,"Lab hold","Lab",4937,15572,20509,2367,1666,1768,0,0,0,0,0,0,0,0,"Barry Sheerman",0.1178788023,476,0.6391758871,0.6434715273,0.6731083108,0.6538777093,-0.0147018223,"England","Yorkshire and The Humber","West Yorkshire","Borough"
"Huntingdon",,84657,59147,266,,,,"Con hold","Con",19383,32386,13003,9432,0,2233,0,0,0,0,0,0,0,2093,"Jonathan Djanogly",0.3277089286,217,0.6986663832,0.682459959,0.6731083108,0.7086492708,-0.0099828877,"England","East","Cambridgeshire","County"
"Hyndburn","FOI request sent to Hyndburn Borough Council. Awaiting response.",70842,42406,137,,,,"Con gain from Lab","Con",2951,20565,17614,1226,2156,845,0,0,0,0,0,0,0,0,"Sara Britcliffe",0.0695892091,560,0.5985997007,0.6562356075,0.6731083108,0.6182653773,-0.0196656766,"England","North West","Lancashire","Borough"
"Ilford North","Data received",72973,50114,117,11257,9365,304,"Lab hold","Lab",5218,20105,25323,2680,960,845,0,0,0,0,0,0,0,201,"Wes Streeting",0.1041226005,501,0.6867471531,0.6746963605,0.6731083108,0.7478493029,-0.0611021498,"England","London","London","Borough"
"Ilford South","Data received",84972,53477,178,11031,8683,271,"Lab hold","Lab",24101,10984,35085,1795,1008,714,0,0,0,0,0,0,0,3891,"Sam Tarry",0.4506797315,68,0.6293484913,0.6746963605,0.6731083108,0.69898287,-0.0696343788,"England","London","London","Borough"
"Inverclyde",,60622,39903,125,,,,"SNP hold","SNP",7512,6265,11783,2560,0,0,19295,0,0,0,0,0,0,0,"Ronnie Cowan",0.1882565221,381,0.6582263865,0.6807359681,0.6731083108,0.6642482116,-0.0060218252,"Scotland","Scotland","Scotland","County"
"Inverness, Nairn, Badenoch and Strathspey",,78059,54810,112,,,,"SNP hold","SNP",10440,15807,4123,5846,1078,1709,26247,0,0,0,0,0,0,0,"Drew Hendry",0.1904761905,373,0.7021611858,0.6807359681,0.6731083108,0.6871193587,0.0150418271,"Scotland","Scotland","Scotland","County"
"Ipswich","Data received",75525,49579,116,14588,12043,379,"Con gain from Lab","Con",5479,24952,19473,2439,1432,1283,0,0,0,0,0,0,0,0,"Tom Hunt",0.1105104984,489,0.6564581264,0.682459959,0.6731083108,0.6760321404,-0.019574014,"England","East","Suffolk","Borough"
"Isle Of Wight",,113021,74442,247,,,,"Con hold","Con",23737,41815,18078,0,0,11338,0,0,0,0,0,0,0,3211,"Bob Seely",0.3188656941,228,0.6586563559,0.7020660823,0.6731083108,0.6729036979,-0.0142473421,"England","South East","Isle of Wight","County"
"Islington North","FOI request sent to Islington Borough Council. Awaiting response.",75162,53805,227,,,,"Lab hold","Lab",26188,5483,34603,8415,742,4326,0,0,0,0,0,0,0,236,"Jeremy Corbyn",0.486720565,46,0.7158537559,0.6746963605,0.6731083108,0.7340273416,-0.0181735857,"England","London","London","Borough"
"Islington South and Finsbury","FOI request sent to Islington Borough Council. Awaiting response.",70489,47816,171,,,,"Lab hold","Lab",17328,8045,26897,9569,1136,1987,0,0,0,0,0,0,0,182,"Emily Thornberry",0.3623891584,167,0.6783469761,0.6746963605,0.6731083108,0.6909945927,-0.0126476166,"England","London","London","Borough"
"Islwyn",,55423,34350,145,,,,"Lab hold","Lab",5464,9892,15356,1313,4834,669,0,2286,0,0,0,0,0,0,"Chris Evans",0.1590684134,425,0.6197787922,0.6657210498,0.6731083108,0.6415848976,-0.0218061054,"Wales","Wales","Gwent and Mid Glamorgan","County"
"Jarrow","Data received",65103,40736,91,19293,15747,328,"Lab hold","Lab",7120,11243,18363,2360,4122,831,0,0,0,0,0,0,0,3817,"Kate Osborne",0.1747839749,404,0.6257161728,0.6420708291,0.6731083108,0.6641606718,-0.038444499,"England","North East","Tyne and Wear","Borough"
"Keighley",,72778,52600,276,,,,"Con gain from Lab","Con",2218,25298,23080,2573,850,0,0,0,0,0,0,0,0,799,"Robbie Moore",0.0421673004,592,0.7227458847,0.6434715273,0.6731083108,0.7239916561,-0.0012457713,"England","Yorkshire and The Humber","West Yorkshire","County"
"Kenilworth and Southam",,68154,52597,211,,,,"Con hold","Con",20353,30351,9440,9998,0,2351,0,0,0,0,0,0,0,457,"Jeremy Wright",0.3869612335,137,0.7717375356,0.6466253903,0.6731083108,0.773850631,-0.0021130955,"England","West Midlands","Warwickshire","County"
"Kensington",,64609,43762,92,,,,"Con gain from Lab","Con",150,16768,16618,9312,384,535,0,0,0,0,0,0,0,145,"Felicity Buchan",0.0034276313,646,0.6773359749,0.6746963605,0.6731083108,0.6383607315,0.0389752434,"England","London","London","Borough"
"Kettering","Refused under Representation of the People Act 1983",73164,49361,155,,,,"Con hold","Con",16765,29787,13022,3367,0,1543,0,0,0,0,0,0,0,1642,"Philip Hollobone",0.339640607,201,0.6746624023,0.671701752,0.6731083108,0.6915453527,-0.0168829505,"England","East Midlands","Northamptonshire","County"
"Kilmarnock and Loudoun",,74517,47631,138,,,,"SNP hold","SNP",12659,11557,9009,2444,0,0,24216,0,0,0,0,0,0,405,"Alan Brown",0.2657722912,289,0.639196425,0.6807359681,0.6731083108,0.6342684141,0.0049280109,"Scotland","Scotland","Scotland","County"
"Kingston and Surbiton","FOI request sent to Kingston upon Thames Borough Council. Awaiting response.",81975,60846,135,,,,"LD hold","LD",10489,20614,6528,31103,788,1038,0,0,0,0,0,0,0,775,"Edward Davey",0.1723860237,408,0.7422506862,0.6746963605,0.6731083108,0.7620973673,-0.0198466811,"England","London","London","Borough"
"Kingston upon Hull East",,65745,32442,107,,,,"Lab hold","Lab",1239,11474,12713,1707,5764,784,0,0,0,0,0,0,0,0,"Karl Turner",0.0381912336,598,0.4934519735,0.6434715273,0.6731083108,0.5554662745,-0.062014301,"England","Yorkshire and The Humber","Humberside","Borough"
"Kingston upon Hull North",,65515,34203,112,,,,"Lab hold","Lab",7593,9440,17033,2084,4771,875,0,0,0,0,0,0,0,0,"Diana Johnson",0.2219980703,338,0.5220636495,0.6434715273,0.6731083108,0.5740663419,-0.0520026924,"England","Yorkshire and The Humber","Humberside","Borough"
"Kingston upon Hull West and Hessle",,60192,31356,80,,,,"Lab hold","Lab",2856,10528,13384,1756,5638,50,0,0,0,0,0,0,0,0,"Emma Hardy",0.0910830463,527,0.5209330144,0.6434715273,0.6731083108,0.5743507087,-0.0534176943,"England","Yorkshire and The Humber","Humberside","Borough"
"Kingswood",,68972,49314,145,,,,"Con hold","Con",11220,27712,16492,3421,0,1200,0,0,0,0,0,0,0,489,"Chris Skidmore",0.2275215963,335,0.7149857913,0.7201911041,0.6731083108,0.7026438704,0.012341921,"England","South West","Avon","Borough"
"Kirkcaldy and Cowdenbeath",,72853,47005,108,,,,"SNP gain from Lab","SNP",1243,9449,15325,2903,1132,1628,16568,0,0,0,0,0,0,0,"Neale Hanvey",0.0264439953,615,0.6452033547,0.6807359681,0.6731083108,0.6352085367,0.009994818,"Scotland","Scotland","Scotland","County"
"Knowsley","FOI request sent to Knowsley Metropolitan Borough Council. Awaiting response.",84082,54938,133,,,,"Lab hold","Lab",39942,4432,44374,1117,3348,1262,0,0,0,0,0,0,0,405,"George Howarth",0.7270377516,2,0.6533859804,0.6562356075,0.6731083108,0.6786081213,-0.025222141,"England","North West","Merseyside","Borough"
"Lagan Valley","Found some info on EONI site. Waiting for full data.",75735,45405,184,632,,,"DUP hold","DUP",6499,955,0,0,0,0,0,0,19586,1098,1758,8606,13087,315,"Jeffrey M. Donaldson",0.1431340161,442,0.5995246583,0.617506111,0.6731083108,0.620696325,-0.0211716666,"Northern Ireland","Northern Ireland","Northern Ireland","County"
"Lanark and Hamilton East",,77659,53072,129,,,,"SNP hold","SNP",5187,17056,10736,3037,0,0,22243,0,0,0,0,0,0,0,"Angela Crawley",0.0977351523,514,0.683397932,0.6807359681,0.6731083108,0.652800952,0.03059698,"Scotland","Scotland","Scotland","County"
"Lancaster and Fleetwood",,70059,45219,128,,,,"Lab hold","Lab",2380,18804,21184,2018,1817,1396,0,0,0,0,0,0,0,0,"Cat Smith",0.0526327429,582,0.6454416991,0.6562356075,0.6731083108,0.6848289007,-0.0393872016,"England","North West","Lancashire","County"
"Leeds Central",,90971,49284,160,,,,"Lab hold","Lab",19270,11143,30413,2343,2999,2105,0,0,0,0,0,0,0,281,"Hilary Benn",0.3909991072,133,0.5417550648,0.6434715273,0.6731083108,0.5324391034,0.0093159614,"England","Yorkshire and The Humber","West Yorkshire","Borough"
"Leeds East","FOI request sent to Lambeth Borough Council. Awaiting response.",67286,39052,120,,,,"Lab hold","Lab",5531,13933,19464,1796,2981,878,0,0,0,0,0,0,0,0,"Richard Burgon",0.1416316706,444,0.5803881937,0.6434715273,0.6731083108,0.6283699773,-0.0479817836,"England","Yorkshire and The Humber","West Yorkshire","Borough"
"Leeds North East",,70580,50500,531,,,,"Lab hold","Lab",17089,11935,29024,5665,1769,1931,0,0,0,0,0,0,0,176,"Fabian Hamilton",0.3383960396,203,0.7155001417,0.6434715273,0.6731083108,0.7559191009,-0.0404189592,"England","Yorkshire and The Humber","West Yorkshire","Borough"
"Leeds North West",,67741,49283,138,,,,"Lab hold","Lab",10749,13222,23971,9397,1304,1389,0,0,0,0,0,0,0,0,"Alex Sobel",0.2181076639,345,0.7275209991,0.6434715273,0.6731083108,0.679173025,0.0483479741,"England","Yorkshire and The Humber","West Yorkshire","Borough"
"Leeds West",,67727,40281,121,,,,"Lab hold","Lab",10564,11622,22186,1787,2685,1274,0,0,0,0,0,0,0,727,"Rachel Reeves",0.2622576401,292,0.5947554151,0.6434715273,0.6731083108,0.6214259436,-0.0266705285,"England","Yorkshire and The Humber","West Yorkshire","Borough"
"Leicester East","FOI request sent to Leicester City Council. Awaiting response.",78433,49421,259,,,,"Lab hold","Lab",6019,19071,25090,2800,1243,888,0,0,0,0,0,0,0,329,"Claudia Webbe",0.121790332,467,0.6301046753,0.671701752,0.6731083108,0.6739342829,-0.0438296076,"England","East Midlands","Leicestershire","Borough"
"Leicester South","FOI request sent to Leicester City Council. Awaiting response.",77708,50147,192,,,,"Lab hold","Lab",22675,10931,33606,2754,1187,1669,0,0,0,0,0,0,0,0,"Jonathan Ashworth",0.4521706184,66,0.6453260926,0.671701752,0.6731083108,0.6687981571,-0.0234720646,"England","East Midlands","Leicestershire","Borough"
"Leicester West","FOI request sent to Leicester City Council. Awaiting response.",64940,34775,151,,,,"Lab hold","Lab",4212,13079,17291,1808,1620,977,0,0,0,0,0,0,0,0,"Liz Kendall",0.1211214953,468,0.5354943024,0.671701752,0.6731083108,0.5785050044,-0.043010702,"England","East Midlands","Leicestershire","Borough"
"Leigh",,77417,46979,168,,,,"Con gain from Lab Coop","Con",1965,21266,19301,2252,3161,0,0,0,0,0,0,0,0,999,"James Grundy",0.0418271994,593,0.6068305411,0.6562356075,0.6731083108,0.6151282119,-0.0082976708,"England","North West","Greater Manchester","County"
"Lewes",,71503,54851,144,,,,"Con hold","Con",2457,26268,3206,23811,0,1453,0,0,0,0,0,0,0,113,"Maria Caulfield",0.0447940785,586,0.7671146665,0.7020660823,0.6731083108,0.7639023978,0.0032122688,"England","South East","East Sussex","County"
"Lewisham East","Refused by Lewisham Borough Council",67857,44815,139,,,,"Lab hold","Lab",17008,9653,26661,5039,1234,1706,0,0,0,0,0,0,0,522,"Janet Daby",0.3795157871,146,0.6604329693,0.6746963605,0.6731083108,0.6928688861,-0.0324359168,"England","London","London","Borough"
"Lewisham West and Penge","Refused by Lewisham Borough Council",74617,52100,192,,,,"Lab hold","Lab",21543,10317,31860,6260,1060,2390,0,0,0,0,0,0,0,213,"Ellie Reeves",0.4134932821,106,0.6982323063,0.6746963605,0.6731083108,0.7297219441,-0.0314896378,"England","London","London","Borough"
"Lewisham, Deptford","Refused by Lewisham Borough Council",80631,55368,236,,,,"Lab hold","Lab",32913,6303,39216,5774,789,3085,0,0,0,0,0,0,0,201,"Vicky Foxcroft",0.5944408322,21,0.6866837817,0.6746963605,0.6731083108,0.7023500025,-0.0156662209,"England","London","London","Borough"
"Leyton and Wanstead",,64852,44547,174,,,,"Lab hold","Lab",20808,8028,28836,4666,785,1805,0,0,0,0,0,0,0,427,"John Cryer",0.4671021618,57,0.6869024857,0.6746963605,0.6731083108,0.7087292207,-0.0218267351,"England","London","London","County"
"Lichfield",,76616,53993,240,,,,"Con hold","Con",23638,34844,11206,5632,0,1743,0,0,0,0,0,0,0,568,"Michael Fabricant",0.4377974923,77,0.7047222512,0.6466253903,0.6731083108,0.719118635,-0.0143963837,"England","West Midlands","Staffordshire","County"
"Lincoln",,74942,50629,134,,,,"Con gain from Lab","Con",3514,24267,20753,2422,1079,1195,0,0,0,0,0,0,0,913,"Karl McCartney",0.0694068617,562,0.6755757786,0.671701752,0.6731083108,0.6663566358,0.0092191428,"England","East Midlands","Lincolnshire","Borough"
"Linlithgow and East Falkirk",,87044,57775,105,,,,"SNP hold","SNP",11266,14285,10517,4393,1257,1184,25551,0,0,0,0,0,0,588,"Martyn Day",0.1949978364,370,0.6637447728,0.6807359681,0.6731083108,0.6508481656,0.0128966072,"Scotland","Scotland","Scotland","County"
"Liverpool, Riverside",,80310,52789,242,,,,"Lab hold","Lab",37043,4127,41170,2696,1779,3017,0,0,0,0,0,0,0,0,"Kim Johnson",0.701718161,4,0.6573154028,0.6562356075,0.6731083108,0.629093958,0.0282214448,"England","North West","Merseyside","Borough"
"Liverpool, Walton",,62628,40786,195,,,,"Lab hold","Lab",30520,4018,34538,756,0,814,0,0,0,0,0,0,0,660,"Dan Carden",0.7482959839,1,0.6512422559,0.6562356075,0.6731083108,0.6725907743,-0.0213485185,"England","North West","Merseyside","Borough"
"Liverpool, Wavertree",,63458,43377,141,,,,"Lab hold","Lab",27085,4225,31310,4055,1921,1365,0,0,0,0,0,0,0,501,"Paula Barker",0.6244092491,12,0.683554477,0.6562356075,0.6731083108,0.6992357117,-0.0156812347,"England","North West","Merseyside","Borough"
"Liverpool, West Derby",,65640,43989,93,,,,"Lab hold","Lab",29984,4133,34117,1296,2012,605,0,0,0,0,0,0,0,1826,"Ian Byrne",0.6816249517,5,0.6701553931,0.6562356075,0.6731083108,0.693066724,-0.0229113309,"England","North West","Merseyside","Borough"
"Livingston",,82285,54592,146,,,,"SNP hold","SNP",13435,12182,11915,3457,0,1421,25617,0,0,0,0,0,0,0,"Hannah Bardell",0.2460983294,311,0.6634502036,0.6807359681,0.6731083108,0.646549601,0.0169006025,"Scotland","Scotland","Scotland","County"
"Llanelli","Data received",60518,38233,152,14331,11704,478,"Lab hold","Lab",4670,11455,16125,0,3605,0,0,7048,0,0,0,0,0,0,"Nia Griffith",0.1221457903,466,0.6317624508,0.6657210498,0.6731083108,0.6787697278,-0.0470072769,"Wales","Wales","Dyfed","County"
"Loughborough","Data received",79764,54631,220,12595,10553,219,"Con hold","Con",7169,27954,20785,4153,0,1504,0,0,0,0,0,0,0,235,"Jane Hunt",0.1312258608,458,0.6849079785,0.671701752,0.6731083108,0.6801914405,0.0047165381,"England","East Midlands","Leicestershire","County"
"Louth and Horncastle",,79634,52332,286,,,,"Con hold","Con",28868,38021,9153,4114,0,0,0,0,0,0,0,0,0,1044,"Victoria Atkins",0.5516318887,29,0.6571564909,0.671701752,0.6731083108,0.6679281583,-0.0107716673,"England","East Midlands","Lincolnshire","County"
"Ludlow",,69444,50225,259,,,,"Con hold","Con",23648,32185,7591,8537,0,1912,0,0,0,0,0,0,0,0,"Philip Dunne",0.4708412145,56,0.7232446288,0.6466253903,0.6731083108,0.7344856983,-0.0112410696,"England","West Midlands","Shropshire","County"
